date,entries,Erstimpfungen 7-Tages-Schnitt
2021-08-08,0,698.43
2021-08-09,908,699.0
2021-08-10,753,692.71
2021-08-11,749,682.0
2021-08-12,856,682.71
2021-08-13,1043,709.86
2021-08-14,465,748.43
2021-08-15,5,799.0
2021-08-16,1098,836.71
2021-08-17,1023,880.0
2021-08-18,1103,933.43
2021-08-19,1120,934.43
2021-08-20,1346,996.57
2021-08-21,839,1031.0
2021-08-22,12,1081.14
2021-08-23,1533,1150.29
2021-08-24,1264,1236.29
2021-08-25,1454,1293.71
2021-08-26,1604,1294.57
2021-08-27,1948,1376.14
2021-08-28,1241,1418.86
2021-08-29,18,1423.57
2021-08-30,2104,1407.57
2021-08-31,1563,1343.29
2021-09-01,1487,1307.57
2021-09-02,1492,1311.86
2021-09-03,1498,1202.43
2021-09-04,991,1167.14
2021-09-05,48,1207.14
2021-09-06,1338,1374.86
2021-09-07,1316,1523.29
2021-09-08,1767,1568.29
2021-09-09,2666,1640.14
2021-09-10,2537,1783.14
2021-09-11,1306,1932.29
2021-09-12,551,1982.43
2021-09-13,2339,1870.29
2021-09-14,2360,1764.0
2021-09-15,2118,1711.29
2021-09-16,1881,1703.29
2021-09-17,1793,1572.0
2021-09-18,937,1435.57
2021-09-19,495,1291.71
2021-09-20,1420,1172.86
2021-09-21,1405,1092.57
2021-09-22,1111,1057.43
2021-09-23,1049,1030.86
2021-09-24,1231,950.57
2021-09-25,691,868.57
2021-09-26,309,810.57
2021-09-27,858,772.0
2021-09-28,831,711.57
2021-09-29,705,680.57
2021-09-30,779,654.0
2021-10-01,808,
2021-10-02,474,
2021-10-03,123,
