date,entries,Erstimpfungen 7-Tages-Schnitt
2021-08-04,284,282.0
2021-08-05,762,281.71
2021-08-06,246,315.43
2021-08-07,23,309.86
2021-08-08,0,307.29
2021-08-09,635,328.86
2021-08-10,219,380.43
2021-08-11,266,439.57
2021-08-12,913,439.86
2021-08-13,607,447.71
2021-08-14,437,451.86
2021-08-15,2,470.86
2021-08-16,690,438.86
2021-08-17,248,503.14
2021-08-18,399,523.14
2021-08-19,689,523.0
2021-08-20,1057,560.86
2021-08-21,577,595.57
2021-08-22,1,616.29
2021-08-23,955,646.86
2021-08-24,491,697.86
2021-08-25,544,747.14
2021-08-26,903,747.57
2021-08-27,1414,818.29
2021-08-28,922,819.14
2021-08-29,4,852.43
2021-08-30,1450,900.86
2021-08-31,497,925.71
2021-09-01,777,930.0
2021-09-02,1242,946.43
2021-09-03,1588,932.57
2021-09-04,952,1057.71
2021-09-05,119,1085.57
2021-09-06,1353,1110.0
2021-09-07,1373,1112.0
2021-09-08,972,1131.57
2021-09-09,1413,1116.0
2021-09-10,1602,1136.29
2021-09-11,1089,1048.14
2021-09-12,10,1040.57
2021-09-13,1495,985.0
2021-09-14,756,1013.29
2021-09-15,919,969.71
2021-09-16,1024,969.57
2021-09-17,1800,969.71
2021-09-18,784,1040.71
2021-09-19,9,1024.86
2021-09-20,1496,1157.29
2021-09-21,1253,1107.71
2021-09-22,808,1098.86
2021-09-23,1951,1097.71
2021-09-24,1453,997.14
2021-09-25,722,979.0
2021-09-26,1,963.14
2021-09-27,792,
2021-09-28,1126,
2021-09-29,697,
