Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^18.05.2021^,134.39,"Oxford/AstraZeneca, Sinopharm/Beijing"
:sm: San Marino ^23.05.2021^,123.95,"Pfizer/BioNTech, Sputnik V"
:ae: Vereinigte Arabische Emirate ^23.05.2021^,123.01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:il: Israel ^23.05.2021^,121.98,"Moderna, Pfizer/BioNTech"
:mt: Malta ^23.05.2021^,107.46,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^23.05.2021^,92.86,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^22.05.2021^,90.6,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^22.05.2021^,89.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^22.05.2021^,85.44,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:us: Vereinigte Staaten ^23.05.2021^,85.43,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:hu: Ungarn ^23.05.2021^,83.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^23.05.2021^,79.6,"Moderna, Pfizer/BioNTech"
:mn: Mongolei ^23.05.2021^,79.45,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:uy: Uruguay ^23.05.2021^,73.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mc: Monaco ^18.05.2021^,73.04,Pfizer/BioNTech
:nr: Nauru ^18.05.2021^,68.23,Oxford/AstraZeneca
:is: Island ^21.05.2021^,67.72,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^23.05.2021^,62.75,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bt: Bhutan ^22.05.2021^,62.53,Oxford/AstraZeneca
:cy: Zypern ^23.05.2021^,59.61,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^17.05.2021^,58.24,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^23.05.2021^,55.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^23.05.2021^,53.26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^21.05.2021^,52.98,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^23.05.2021^,52.72,"Moderna, Pfizer/BioNTech"
:be: Belgien ^23.05.2021^,51.72,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^20.05.2021^,51.25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^23.05.2021^,51.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^23.05.2021^,51.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^23.05.2021^,50.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^20.05.2021^,49.46,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^23.05.2021^,48.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^22.05.2021^,48.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^23.05.2021^,48.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^18.05.2021^,47.53,Oxford/AstraZeneca
:pl: Polen ^23.05.2021^,47.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^19.05.2021^,47.14,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^22.05.2021^,47.14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^23.05.2021^,46.46,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^19.05.2021^,45.83,"Moderna, Pfizer/BioNTech"
:bb: Barbados ^22.05.2021^,45.33,Oxford/AstraZeneca
:se: Schweden ^21.05.2021^,44.99,"Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^23.05.2021^,44.36,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^23.05.2021^,44.08,"Moderna, Pfizer/BioNTech"
:cz: Tschechien ^23.05.2021^,43.5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^16.05.2021^,42.62,Pfizer/BioNTech
:sk: Slowakei ^23.05.2021^,42.42,Pfizer/BioNTech
:ad: Andorra ^17.05.2021^,41.83,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^21.05.2021^,40.36,Oxford/AstraZeneca
:kn: St. Kitts und Nevis ^22.05.2021^,40.34,Oxford/AstraZeneca
:ie: Irland ^11.05.2021^,38.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hr: Kroatien ^23.05.2021^,38.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^23.05.2021^,38.09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sa: Saudi-Arabien ^23.05.2021^,37.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
