Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^26.04.2021^,125.92,"Oxford/AstraZeneca, Sinopharm/Beijing"
:il: Israel ^28.04.2021^,121.09,"Moderna, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^28.04.2021^,105.23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^27.04.2021^,81.77,"Pfizer/BioNTech, Sputnik V"
:cl: Chile ^27.04.2021^,75.84,"Pfizer/BioNTech, Sinovac"
:mt: Malta ^27.04.2021^,73.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^27.04.2021^,71.57,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:bh: Bahrain ^28.04.2021^,71.48,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^28.04.2021^,70.16,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^27.04.2021^,70.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^28.04.2021^,62.24,Oxford/AstraZeneca
:mc: Monaco ^22.04.2021^,62.15,Pfizer/BioNTech
:hu: Ungarn ^28.04.2021^,58.93,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^28.04.2021^,51.95,Pfizer/BioNTech
:rs: Serbien ^28.04.2021^,50.12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:uy: Uruguay ^28.04.2021^,50.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^18.04.2021^,37.84,"Moderna, Pfizer/BioNTech"
:is: Island ^28.04.2021^,35.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^19.04.2021^,34.19,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^28.04.2021^,33.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^28.04.2021^,33.43,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^28.04.2021^,33.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^28.04.2021^,32.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:es: Spanien ^27.04.2021^,32.89,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^27.04.2021^,32.59,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^22.04.2021^,32.02,Oxford/AstraZeneca
:de: Deutschland ^27.04.2021^,31.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^28.04.2021^,31.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^28.04.2021^,31.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^28.04.2021^,31.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^28.04.2021^,31.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^28.04.2021^,30.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^22.04.2021^,30.38,Oxford/AstraZeneca
:se: Schweden ^28.04.2021^,30.34,"Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^27.04.2021^,30.21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^27.04.2021^,30.06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^25.04.2021^,30.04,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^27.04.2021^,29.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^28.04.2021^,28.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^26.04.2021^,28.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^27.04.2021^,28.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^28.04.2021^,28.53,"Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^27.04.2021^,28.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^25.04.2021^,28.1,"Moderna, Pfizer/BioNTech"
:cz: Tschechien ^28.04.2021^,28.1,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^28.04.2021^,27.35,Pfizer/BioNTech
:cy: Zypern ^23.04.2021^,26.97,Pfizer/BioNTech
:tr: Türkei ^28.04.2021^,26.24,"Pfizer/BioNTech, Sinovac"
:bb: Barbados ^27.04.2021^,25.68,Oxford/AstraZeneca
:ro: Rumänien ^26.04.2021^,25.54,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sa: Saudi-Arabien ^28.04.2021^,25.41,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^28.04.2021^,24.81,"Oxford/AstraZeneca, Sinopharm/Beijing"
:kn: St. Kitts und Nevis ^21.04.2021^,22.27,Oxford/AstraZeneca
:kw: Kuwait ^18.04.2021^,20.14,Pfizer/BioNTech
:hr: Kroatien ^27.04.2021^,19.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:br: Brasilien ^28.04.2021^,19.05,"Oxford/AstraZeneca, Sinovac"
:do: Dominikanische Republik ^27.04.2021^,17.03,"Oxford/AstraZeneca, Sinovac"
:cn: Volksrepublik China ^28.04.2021^,16.95,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:ar: Argentinien ^28.04.2021^,16.72,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:gy: Guyana ^26.04.2021^,16.12,Oxford/AstraZeneca
:cr: Costa Rica ^26.04.2021^,16.08,Pfizer/BioNTech
:al: Albanien ^28.04.2021^,15.07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:lv: Lettland ^28.04.2021^,14.99,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pa: Panama ^27.04.2021^,14.84,"Oxford/AstraZeneca, Pfizer/BioNTech"
:az: Aserbaidschan ^28.04.2021^,14.36,Sinovac
:lc: St. Lucia ^28.04.2021^,13.14,Oxford/AstraZeneca
:ru: Russland ^28.04.2021^,13.05,"EpiVacCorona, Sputnik V"
:mx: Mexiko ^27.04.2021^,12.94,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:sv: El Salvador ^28.04.2021^,12.86,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:kh: Kambodscha ^27.04.2021^,12.67,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:vc: St. Vincent und die Grenadinen ^24.04.2021^,12.49,Oxford/AstraZeneca
:gd: Grenada ^22.04.2021^,11.34,Oxford/AstraZeneca
:bg: Bulgarien ^28.04.2021^,11.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:in: Indien ^28.04.2021^,10.66,"Covaxin, Oxford/AstraZeneca"
:bz: Belize ^27.04.2021^,10.31,Oxford/AstraZeneca
:me: Montenegro ^28.04.2021^,9.62,"Sinopharm/Beijing, Sputnik V"
:mu: Mauritius ^24.03.2021^,9.23,Oxford/AstraZeneca
:co: Kolumbien ^27.04.2021^,9.09,"Pfizer/BioNTech, Sinovac"
:au: Australien ^28.04.2021^,7.96,"Oxford/AstraZeneca, Pfizer/BioNTech"
:id: Indonesien ^28.04.2021^,7.15,"Oxford/AstraZeneca, Sinovac"
:np: Nepal ^27.04.2021^,7.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:kz: Kasachstan ^28.04.2021^,7.02,Sputnik V
:lb: Libanon ^28.04.2021^,6.59,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sr: Suriname ^27.04.2021^,6.33,Oxford/AstraZeneca
:fj: Fidschi ^16.04.2021^,6.25,Oxford/AstraZeneca
:bo: Bolivien ^27.04.2021^,6.19,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
":kr: Korea, Süd ^28.04.2021^",5.81,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bs: Bahamas ^21.04.2021^,5.57,Oxford/AstraZeneca
:gq: Äquatorialguinea ^28.04.2021^,5.38,Sinopharm/Beijing
:bd: Bangladesch ^28.04.2021^,5.17,Oxford/AstraZeneca
:om: Oman ^28.04.2021^,5.12,"Oxford/AstraZeneca, Pfizer/BioNTech"
:to: Tonga ^26.04.2021^,5.08,Oxford/AstraZeneca
:nz: Neuseeland ^27.04.2021^,4.82,Pfizer/BioNTech
:jm: Jamaika ^13.04.2021^,4.57,Oxford/AstraZeneca
:pe: Peru ^27.04.2021^,4.52,"Pfizer/BioNTech, Sinopharm/Beijing"
:st: São Tomé und Príncipe ^29.03.2021^,4.44,Oxford/AstraZeneca
:lk: Sri Lanka ^11.04.2021^,4.32,Oxford/AstraZeneca
:my: Malaysia ^27.04.2021^,4.23,"Pfizer/BioNTech, Sinovac"
:ec: Ecuador ^25.04.2021^,4.22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:by: Belarus ^23.04.2021^,3.48,Sputnik V
:md: Moldau ^28.04.2021^,3.46,Oxford/AstraZeneca
:zw: Simbabwe ^28.04.2021^,3.08,Sinopharm/Beijing
:sz: Eswatini ^25.04.2021^,3.01,Oxford/AstraZeneca
:tn: Tunesien ^27.04.2021^,2.93,"Pfizer/BioNTech, Sinovac, Sputnik V"
:gh: Ghana ^26.04.2021^,2.72,Oxford/AstraZeneca
:rw: Ruanda ^16.04.2021^,2.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mk: Nordmazedonien ^27.04.2021^,2.68,Pfizer/BioNTech
:jp: Japan ^27.04.2021^,2.55,Pfizer/BioNTech
:la: Laos ^26.04.2021^,2.53,"Sinopharm/Beijing, Sputnik V"
:sn: Senegal ^28.04.2021^,2.43,Sinopharm/Beijing
:tt: Trinidad und Tobago ^23.04.2021^,1.98,Oxford/AstraZeneca
:tg: Togo ^17.04.2021^,1.93,Oxford/AstraZeneca
:th: Thailand ^28.04.2021^,1.93,"Oxford/AstraZeneca, Sinovac"
:mm: Myanmar ^31.03.2021^,1.91,Oxford/AstraZeneca
:bw: Botswana ^19.04.2021^,1.77,Oxford/AstraZeneca
:ph: Philippinen ^27.04.2021^,1.65,"Oxford/AstraZeneca, Sinovac"
:uz: Usbekistan ^25.04.2021^,1.63,Oxford/AstraZeneca
:nr: Nauru ^09.04.2021^,1.55,Oxford/AstraZeneca
:mw: Malawi ^28.04.2021^,1.49,Oxford/AstraZeneca
:ua: Ukraine ^28.04.2021^,1.44,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ke: Kenia ^21.04.2021^,1.4,"Oxford/AstraZeneca, Sputnik V"
:ao: Angola ^23.04.2021^,1.39,Oxford/AstraZeneca
:py: Paraguay ^22.04.2021^,1.38,Sputnik V
:ir: Iran ^28.04.2021^,1.12,"Oxford/AstraZeneca, Sputnik V"
:ge: Georgien ^28.04.2021^,1.05,Oxford/AstraZeneca
:dj: Dschibuti ^17.04.2021^,1.04,Oxford/AstraZeneca
:gn: Guinea ^27.04.2021^,1.03,Sputnik V
:pk: Pakistan ^14.04.2021^,0.95,"CanSino, Sinopharm/Beijing, Sinovac, Sputnik V"
:ni: Nicaragua ^14.04.2021^,0.93,"Oxford/AstraZeneca, Sputnik V"
:gt: Guatemala ^27.04.2021^,0.93,"Moderna, Oxford/AstraZeneca"
